Original_Text,Word_Count,Char_Count,Sentiment_Polarity,Translated_Text,Source_Id,Source_Name
"



THE KING IN YELLOW BY ROBERT W",6,33,0.0,"



THE KING IN YELLOW BY ROBERT W",5,TheKingInYellow,maybe_english,0.7127846257863659,0,"



THE KING IN YELLOW BY ROBERT W"
" Strange is the night where black stars rise, And strange moons circle through But stranger still is Lost Carcosa, Songs that the Hyades shall sing, Where flap the tatters of the King, Must die unheard in Dim Carcosa",38,215,-0.8779," Strange is the night where black stars rise, And strange moons circle through But stranger still is Lost Carcosa, Songs that the Hyades shall sing, Where flap the tatters of the King, Must die unheard in Dim Carcosa",5,TheKingInYellow,english,0.9999974449036687,0," Strange is the night where black stars rise, And strange moons circle through But stranger still is Lost Carcosa, Songs that the Hyades shall sing, Where flap the tatters of the King, Must die unheard in Dim Carcosa"
" Song of my soul, my voice is dead, Die thou, unsung, as tears unshed Shall dry and die in Lost Carcosa",21,102,-0.946," Song of my soul, my voice is dead, Die thou, unsung, as tears unshed Shall dry and die in Lost Carcosa",5,TheKingInYellow,english,0.9999962724491485,0," Song of my soul, my voice is dead, Die thou, unsung, as tears unshed Shall dry and die in Lost Carcosa"
" Cassilda s Song in "" The Kins: in Yellow",9,40,0.0," Cassilda s Song in "" The Kins: in Yellow",5,TheKingInYellow,english,0.9999977938911296,0," Cassilda s Song in "" The Kins: in Yellow"
 Act 1,2,5,0.0, Act 1,5,TheKingInYellow,english,0.9462345297962761,0, Act 1
 Scene 2,2,7,0.0, Scene 2,5,TheKingInYellow,uncertain_non_english,0.8571392143733018,0, Scene 2
"
THE REPAIRER OF REPUTATIONS",3,27,0.0,"
THE REPAIRER OF REPUTATIONS",5,TheKingInYellow,english,0.9999940309433024,0,"
THE REPAIRER OF REPUTATIONS"
 I,1,1,0.0, I,5,TheKingInYellow,confident_non_english,0.9999928203522054,0,
" "" Ne raillons pas les fous ; leur folie dure plus longtemps que la notre ",16,73,0.0," "" Ne raillons pas les fous ; leur folie dure plus longtemps que la notre ",5,TheKingInYellow,confident_non_english,0.9999954903136209,0,
 ,1,0,0.0, ,5,TheKingInYellow,empty,,0, 
 ,1,0,0.0, ,5,TheKingInYellow,empty,,0, 
 Voila toute la difference,4,25,0.0, Voila toute la difference,5,TheKingInYellow,confident_non_english,0.9999938774232331,0,
""" JOWARD the end of the year 1920 the Government of the United States had practically completed the pro gramme, adopted during the last months of President Winthrop s adminis tration",30,181,0.4215,""" JOWARD the end of the year 1920 the Government of the United States had practically completed the pro gramme, adopted during the last months of President Winthrop s adminis tration",5,TheKingInYellow,english,0.9999988359873018,0,""" JOWARD the end of the year 1920 the Government of the United States had practically completed the pro gramme, adopted during the last months of President Winthrop s adminis tration"
 The country was apparently tranquil,5,35,0.0516, The country was apparently tranquil,5,TheKingInYellow,english,0.9999974375405993,0, The country was apparently tranquil
 Everybody knows how the Tariff and Labor questions were settled,10,63,0.0, Everybody knows how the Tariff and Labor questions were settled,5,TheKingInYellow,english,0.9999957597593674,0, Everybody knows how the Tariff and Labor questions were settled
" The war with Ger many, incident on that country s seizure of the Samoan Islands, had left no visible scars upon the republic, and the temporary occu pation of Norfolk by the invading army had been forgotten in the joy over repeated naval victories and the subsequent ridiculous plight of General Von Gartenlaube s forces in the State of New Jersey",61,347,-0.6908," The war with Ger many, incident on that country s seizure of the Samoan Islands, had left no visible scars upon the republic, and the temporary occu pation of Norfolk by the invading army had been forgotten in the joy over repeated naval victories and the subsequent ridiculous plight of General Von Gartenlaube s forces in the State of New Jersey",5,TheKingInYellow,english,0.999998911023944,0," The war with Ger many, incident on that country s seizure of the Samoan Islands, had left no visible scars upon the republic, and the temporary occu pation of Norfolk by the invading army had been forgotten in the joy over repeated naval victories and the subsequent ridiculous plight of General Von Gartenlaube s forces in the State of New Jersey"
" The Cuban and Ha waiian investments had paid one hundred per cent, and the territory of Samoa was well worth its cost as a coaling station",26,138,0.6597," The Cuban and Ha waiian investments had paid one hundred per cent, and the territory of Samoa was well worth its cost as a coaling station",5,TheKingInYellow,english,0.9999941818755648,0," The Cuban and Ha waiian investments had paid one hundred per cent, and the territory of Samoa was well worth its cost as a coaling station"
 The country was in a superb state of defence,9,44,0.6705, The country was in a superb state of defence,5,TheKingInYellow,english,0.9999962270367517,0, The country was in a superb state of defence
" Every coast city had been well supplied with land fortifications ; the army under the pa rental eye of the General Staff, organized ac cording to the Prussian system, had been in creased to 300,000 men with a territorial re serve of a million ; and six magnificent squad-
&gt; tot ",51,281,0.7184," Every coast city had been well supplied with land fortifications ; the army under the pa rental eye of the General Staff, organized ac cording to the Prussian system, had been in creased to 300,000 men with a territorial re serve of a million ; and six magnificent squad-
&gt; tot ",5,TheKingInYellow,english,0.9999960147563989,0," Every coast city had been well supplied with land fortifications ; the army under the pa rental eye of the General Staff, organized ac cording to the Prussian system, had been in creased to 300,000 men with a territorial re serve of a million ; and six magnificent squad-
&gt; tot "
 ; pft&KiM* isr YELLOW,4,21,0.0, ; pft&KiM* isr YELLOW,5,TheKingInYellow,confident_non_english,0.9999953587763548,0,
" rons of cruisers and battle-ships patrolled the six stations of the navigable seas, leaving a steam reserve amply fitted to control home waters",23,143,0.0," rons of cruisers and battle-ships patrolled the six stations of the navigable seas, leaving a steam reserve amply fitted to control home waters",5,TheKingInYellow,english,0.999996424383745,0," rons of cruisers and battle-ships patrolled the six stations of the navigable seas, leaving a steam reserve amply fitted to control home waters"
 The gentlemen from the West had at last been constrained to acknowledge that a college for the training of diplomats was as necessary as law schools are for the training of barristers ; consequently we were no longer represented abroad by incompetent pa triots,44,260,-0.6908, The gentlemen from the West had at last been constrained to acknowledge that a college for the training of diplomats was as necessary as law schools are for the training of barristers ; consequently we were no longer represented abroad by incompetent pa triots,5,TheKingInYellow,english,0.9999960694520946,0, The gentlemen from the West had at last been constrained to acknowledge that a college for the training of diplomats was as necessary as law schools are for the training of barristers ; consequently we were no longer represented abroad by incompetent pa triots
 The nation was prosperous,4,25,0.4767, The nation was prosperous,5,TheKingInYellow,english,0.9999979078247752,0, The nation was prosperous
" Chicago, for a moment paralyzed after a second great fire, had risen from its ruins, white and im perial, and more beautiful than the white city which had been built for its plaything in 1893",35,191,0.6115," Chicago, for a moment paralyzed after a second great fire, had risen from its ruins, white and im perial, and more beautiful than the white city which had been built for its plaything in 1893",5,TheKingInYellow,english,0.9999932595377635,0," Chicago, for a moment paralyzed after a second great fire, had risen from its ruins, white and im perial, and more beautiful than the white city which had been built for its plaything in 1893"
" Everywhere good architecture was replacing bad, and even in New York, a sudden craving for decency had swept away a great portion of the existing horrors",26,153,-0.0516," Everywhere good architecture was replacing bad, and even in New York, a sudden craving for decency had swept away a great portion of the existing horrors",5,TheKingInYellow,english,0.9999965210480628,0," Everywhere good architecture was replacing bad, and even in New York, a sudden craving for decency had swept away a great portion of the existing horrors"
" Streets had been widened, properly paved and lighted, trees had been planted, squares laid out, elevated structures demolished and underground roads built to replace them",25,170,0.0," Streets had been widened, properly paved and lighted, trees had been planted, squares laid out, elevated structures demolished and underground roads built to replace them",5,TheKingInYellow,english,0.9999965829332377,0," Streets had been widened, properly paved and lighted, trees had been planted, squares laid out, elevated structures demolished and underground roads built to replace them"
" The new government buildings and barracks were fine bits of archi tecture, and the long system of stone quays which completely surrounded the island had been turned into parks w rhich proved a god send to the population",38,219,0.4404," The new government buildings and barracks were fine bits of archi tecture, and the long system of stone quays which completely surrounded the island had been turned into parks w rhich proved a god send to the population",5,TheKingInYellow,english,0.9999955931517565,0," The new government buildings and barracks were fine bits of archi tecture, and the long system of stone quays which completely surrounded the island had been turned into parks w rhich proved a god send to the population"
 The subsidizing of the state theatre and state opera brought its own reward,13,75,0.5719, The subsidizing of the state theatre and state opera brought its own reward,5,TheKingInYellow,english,0.999996725849901,0, The subsidizing of the state theatre and state opera brought its own reward
 The United States National Academy of Design was much like European institutions of the same kind,16,97,0.8271, The United States National Academy of Design was much like European institutions of the same kind,5,TheKingInYellow,english,0.9999964480628452,0, The United States National Academy of Design was much like European institutions of the same kind
" Nobody en vied the Secretary of -Fine Arts, either his cabinet position or his portfolio",15,88,0.2023," Nobody en vied the Secretary of -Fine Arts, either his cabinet position or his portfolio",5,TheKingInYellow,english,0.9999976831030034,0," Nobody en vied the Secretary of -Fine Arts, either his cabinet position or his portfolio"
" The Secre tary of Forrestry and Game Preservation had a much easier time, thanks to the new system of National Mounted Police",22,125,0.6908," The Secre tary of Forrestry and Game Preservation had a much easier time, thanks to the new system of National Mounted Police",5,TheKingInYellow,english,0.9999964325073124,0," The Secre tary of Forrestry and Game Preservation had a much easier time, thanks to the new system of National Mounted Police"
" We had profited well by the latest treaties with France and England ; the exclusion of loreign-born Jew*
THE REPAIRER OF REPUTATIONS",21,132,0.296," We had profited well by the latest treaties with France and England ; the exclusion of loreign-born Jew*
THE REPAIRER OF REPUTATIONS",5,TheKingInYellow,english,0.9999973634390358,0," We had profited well by the latest treaties with France and England ; the exclusion of loreign-born Jew*
THE REPAIRER OF REPUTATIONS"
" jj as a measure of national self-preservation^ the settlement of the new independent negro state of Suanee, the checking of immigration, the new laws concerning naturalization, and the gradual centralization of power in the ex ecutive all contributed to national calm and prosperity",43,282,0.5106," jj as a measure of national self-preservation^ the settlement of the new independent negro state of Suanee, the checking of immigration, the new laws concerning naturalization, and the gradual centralization of power in the ex ecutive all contributed to national calm and prosperity",5,TheKingInYellow,english,0.9999953338812166,0," jj as a measure of national self-preservation^ the settlement of the new independent negro state of Suanee, the checking of immigration, the new laws concerning naturalization, and the gradual centralization of power in the ex ecutive all contributed to national calm and prosperity"
" When the Government solved the Indian problem and squadrons of Indian cavalry scouts in native costume were substi tuted for the pitiable organizations tacked on to the tail of skeletonized regiments by a former Secretary of War, the nation drew a long sigh of relief",45,267,-0.5267," When the Government solved the Indian problem and squadrons of Indian cavalry scouts in native costume were substi tuted for the pitiable organizations tacked on to the tail of skeletonized regiments by a former Secretary of War, the nation drew a long sigh of relief",5,TheKingInYellow,english,0.9999978066050759,0," When the Government solved the Indian problem and squadrons of Indian cavalry scouts in native costume were substi tuted for the pitiable organizations tacked on to the tail of skeletonized regiments by a former Secretary of War, the nation drew a long sigh of relief"
" When, after the colossal Con gress of Religions, bigotry and intolerance were laid in their graves and kindness and charity began to draw warring sects together, many thought the millennium had arrived, at least in the new world, which after all is a world by itself",46,266,0.1779," When, after the colossal Con gress of Religions, bigotry and intolerance were laid in their graves and kindness and charity began to draw warring sects together, many thought the millennium had arrived, at least in the new world, which after all is a world by itself",5,TheKingInYellow,english,0.9999944801542798,0," When, after the colossal Con gress of Religions, bigotry and intolerance were laid in their graves and kindness and charity began to draw warring sects together, many thought the millennium had arrived, at least in the new world, which after all is a world by itself"
" But self-preservation is the first law, and the United States had to look on in helpless sorrow as Germany, Italy, Spain and Belgium writhed in the throes of Anarchy, while Russia, watch ing from the Caucasus, stooped and bound them one by one",43,243,-0.7096," But self-preservation is the first law, and the United States had to look on in helpless sorrow as Germany, Italy, Spain and Belgium writhed in the throes of Anarchy, while Russia, watch ing from the Caucasus, stooped and bound them one by one",5,TheKingInYellow,english,0.9999956641464667,0," But self-preservation is the first law, and the United States had to look on in helpless sorrow as Germany, Italy, Spain and Belgium writhed in the throes of Anarchy, while Russia, watch ing from the Caucasus, stooped and bound them one by one"
 In the city of New York the summer of 1 899 was signalized by the dismantling of the Elevated Railroads,20,103,0.0, In the city of New York the summer of 1 899 was signalized by the dismantling of the Elevated Railroads,5,TheKingInYellow,english,0.9999980406543156,0, In the city of New York the summer of 1 899 was signalized by the dismantling of the Elevated Railroads
 The summer of 1900 will live in the memories of New York people for many a cycle ; the Dodge Statue was re moved in that year,27,125,0.0, The summer of 1900 will live in the memories of New York people for many a cycle ; the Dodge Statue was re moved in that year,5,TheKingInYellow,english,0.9999981210312245,0, The summer of 1900 will live in the memories of New York people for many a cycle ; the Dodge Statue was re moved in that year
" In the following winter began that agitation for the repeal of the laws prohibiting suicide which bore its final fruit in the month of April, 1920, when the first Govern ment Lethal Chamber was opened on Washing ton Square",39,222,-0.8176," In the following winter began that agitation for the repeal of the laws prohibiting suicide which bore its final fruit in the month of April, 1920, when the first Govern ment Lethal Chamber was opened on Washing ton Square",5,TheKingInYellow,english,0.9999981994918317,0," In the following winter began that agitation for the repeal of the laws prohibiting suicide which bore its final fruit in the month of April, 1920, when the first Govern ment Lethal Chamber was opened on Washing ton Square"
 I had walked down that day from Dr,8,34,0.0, I had walked down that day from Dr,5,TheKingInYellow,english,0.9999972955419368,0, I had walked down that day from Dr
" Archer s house on Madison Avenue, where I
12 THE KING IN YELLOW",12,63,0.0," Archer s house on Madison Avenue, where I
12 THE KING IN YELLOW",5,TheKingInYellow,english,0.9999976244833859,0," Archer s house on Madison Avenue, where I
12 THE KING IN YELLOW"
 had been as a mere formality,6,28,0.0, had been as a mere formality,5,TheKingInYellow,english,0.9999972104633187,0, had been as a mere formality
" Ever since that fall from my horse, four years before, I had been troubled at times with pains in the back of my head and neck, but now for months they had been absent, and the doctor sent me away that day saying there was nothing more to be cured in me",52,253,-0.4404," Ever since that fall from my horse, four years before, I had been troubled at times with pains in the back of my head and neck, but now for months they had been absent, and the doctor sent me away that day saying there was nothing more to be cured in me",5,TheKingInYellow,english,0.9999968155809645,0," Ever since that fall from my horse, four years before, I had been troubled at times with pains in the back of my head and neck, but now for months they had been absent, and the doctor sent me away that day saying there was nothing more to be cured in me"
 It was hardly worth his fee to be told that ; I knew it myself,15,62,0.1548, It was hardly worth his fee to be told that ; I knew it myself,5,TheKingInYellow,english,0.9999976157836243,0, It was hardly worth his fee to be told that ; I knew it myself
 Still I did not grudge him the money,8,36,0.0, Still I did not grudge him the money,5,TheKingInYellow,english,0.9999974196196849,0, Still I did not grudge him the money
 What I minded was the mistake which he made at first,11,52,-0.34, What I minded was the mistake which he made at first,5,TheKingInYellow,english,0.9999952502634601,0, What I minded was the mistake which he made at first
" When they picked me up from the pavement where I lay unconscious, and somebody had mercifully sent a bullet through my horse s head, I was carried to Doctor Archer, and he, pronouncing my brain affected, placed me in his private asylum where I was obliged to endure treatment for insanity",51,288,-0.6486," When they picked me up from the pavement where I lay unconscious, and somebody had mercifully sent a bullet through my horse s head, I was carried to Doctor Archer, and he, pronouncing my brain affected, placed me in his private asylum where I was obliged to endure treatment for insanity",5,TheKingInYellow,english,0.9999967819255828,0," When they picked me up from the pavement where I lay unconscious, and somebody had mercifully sent a bullet through my horse s head, I was carried to Doctor Archer, and he, pronouncing my brain affected, placed me in his private asylum where I was obliged to endure treatment for insanity"
" At last he decided that I was well, and I, knowing that my mind had always been as sound as his, if not sounder, "" paid my tuition "" as he jokingly called it, and left",36,167,0.2732," At last he decided that I was well, and I, knowing that my mind had always been as sound as his, if not sounder, "" paid my tuition "" as he jokingly called it, and left",5,TheKingInYellow,english,0.9999956331354946,0," At last he decided that I was well, and I, knowing that my mind had always been as sound as his, if not sounder, "" paid my tuition "" as he jokingly called it, and left"
" I told him, smiling, that I would get even with him for his mistake, and he laughed heartily, and asked me to call once in a while",27,130,0.5574," I told him, smiling, that I would get even with him for his mistake, and he laughed heartily, and asked me to call once in a while",5,TheKingInYellow,english,0.9999986742116355,0," I told him, smiling, that I would get even with him for his mistake, and he laughed heartily, and asked me to call once in a while"
" I did so, hoping for a chance to even up accounts, but he gave me none, and I told him I would wait",23,99,0.34," I did so, hoping for a chance to even up accounts, but he gave me none, and I told him I would wait",5,TheKingInYellow,english,0.9999968743454797,0," I did so, hoping for a chance to even up accounts, but he gave me none, and I told him I would wait"
 The fall from my horse had fortunately left no evil results ; on the contrary it had changed my whole character for the better,24,126,0.7518, The fall from my horse had fortunately left no evil results ; on the contrary it had changed my whole character for the better,5,TheKingInYellow,english,0.9999971421204734,0, The fall from my horse had fortunately left no evil results ; on the contrary it had changed my whole character for the better
" From a lazy young man about town, I had become active, energetic, temperate, and above all oh, above all else ambitious",21,119,0.7351," From a lazy young man about town, I had become active, energetic, temperate, and above all oh, above all else ambitious",5,TheKingInYellow,english,0.9999949425577311,0," From a lazy young man about town, I had become active, energetic, temperate, and above all oh, above all else ambitious"
