Original_Text,Word_Count,Char_Count,Sentiment_Polarity,Translated_Text,Source_Id,Source_Name,xmin,ymin,xmax,ymax,Page,Total_Sentences
"confrontation between the two camps. The two sides confront each other through local proxy wars, technological and arms races,",18,2,-0.765,"confrontation between the two camps. The two sides confront each other through local proxy wars, technological and arms races,",4,ColdWar,english,0.9999942438429248,0,"confrontation between the two camps. The two sides confront each other through local proxy wars, technological and arms races,",47.25,498.8310852050781,565.48046875,509.90228271484375,0,886
"space competition and diplomatic competition, despite efforts by both sides to avoid large-scale war, the global security situation",17,2,-0.5719,"space competition and diplomatic competition, despite efforts by both sides to avoid large-scale war, the global security situation",4,ColdWar,english,0.9999971278258911,0,"space competition and diplomatic competition, despite efforts by both sides to avoid large-scale war, the global security situation",47.25,510.830810546875,565.4793090820312,521.9019775390625,0,886
remains unprecedentedly grave.,2,2,-0.3818,remains unprecedentedly grave.,4,ColdWar,english,0.8571401380545836,0,remains unprecedentedly grave.,47.25,522.83056640625,174.63917541503906,533.9017333984375,0,886
"‌The Cold War ended with the economic collapse of the USSR, the dissolution of the state, and the dissolution of the Warsaw",21,2,-0.802,"‌The Cold War ended with the economic collapse of the USSR, the dissolution of the state, and the dissolution of the Warsaw",4,ColdWar,english,0.999996992421627,0,"The Cold War ended with the economic collapse of the USSR, the dissolution of the state, and the dissolution of the Warsaw",61.41764831542969,534.8302612304688,565.483642578125,545.9014282226562,0,886
"Pact. In this process, most socialist countries turned to the capitalist road, and the NATO system left over from the Cold War is",22,2,-0.5994,"Pact. In this process, most socialist countries turned to the capitalist road, and the NATO system left over from the Cold War is",4,ColdWar,english,0.9999957010285644,0,"Pact. In this process, most socialist countries turned to the capitalist road, and the NATO system left over from the Cold War is",47.25,546.8299560546875,565.4816284179688,557.901123046875,0,886
"still an important force affecting the global military, political and economic.",10,2,0.2023,"still an important force affecting the global military, political and economic.",4,ColdWar,english,0.9999973668537037,0,"still an important force affecting the global military, political and economic.",47.25,558.8297119140625,350.64068603515625,569.90087890625,0,886
‌The tension between the USSR and the US kept the world in an uneasy state for a long time following the Cold War. This,23,2,-0.8316,‌The tension between the USSR and the US kept the world in an uneasy state for a long time following the Cold War. This,4,ColdWar,english,0.9999965428977052,0,The tension between the USSR and the US kept the world in an uneasy state for a long time following the Cold War. This,61.41764831542969,570.8294677734375,565.48681640625,581.900634765625,0,886
"tension was exacerbated by other heated conflicts in different regions, which also resulted in frequent international crises.",16,2,-0.5994,"tension was exacerbated by other heated conflicts in different regions, which also resulted in frequent international crises.",4,ColdWar,english,0.999996381486317,0,"tension was exacerbated by other heated conflicts in different regions, which also resulted in frequent international crises.",47.25,582.8291625976562,533.3632202148438,593.9003295898438,0,886
"The Cold War hindered the development of economic globalization and led to local wars, which caught US the division of",19,2,-0.8176,"The Cold War hindered the development of economic globalization and led to local wars, which caught US the division of",4,ColdWar,english,0.9999969042317305,0,"The Cold War hindered the development of economic globalization and led to local wars, which caught US the division of",61.41764831542969,594.8289184570312,565.484375,605.9000854492188,0,886
"Germany, Korea and so on. ‌",5,2,0.0,"Germany, Korea and so on. ‌",4,ColdWar,english,0.9999975402401121,0,"Germany, Korea and so on. ",47.25,606.82861328125,161.5194854736328,617.8997802734375,0,886
"‌Although the US and the USSR were evenly matched and tried their best to avoid war, local wars such as the Korean War and",23,2,-0.8555,"‌Although the US and the USSR were evenly matched and tried their best to avoid war, local wars such as the Korean War and",4,ColdWar,english,0.999995832717754,0,"Although the US and the USSR were evenly matched and tried their best to avoid war, local wars such as the Korean War and",61.41764831542969,618.828369140625,565.4789428710938,629.8995361328125,0,886
the Vietnam War still broke out.‌,5,2,-0.7717,the Vietnam War still broke out.‌,4,ColdWar,english,0.9999968358384319,0,the Vietnam War still broke out.,47.25,630.8280639648438,177.34288024902344,641.8992309570312,0,886
"‌In the general environment of the Cold War, the US and the USSR were evenly matched, which avoided the outbreak of a",21,2,-0.743,"‌In the general environment of the Cold War, the US and the USSR were evenly matched, which avoided the outbreak of a",4,ColdWar,english,0.9999965882925439,0,"In the general environment of the Cold War, the US and the USSR were evenly matched, which avoided the outbreak of a",61.41764831542969,642.8278198242188,565.4840698242188,653.8989868164062,0,886
"new world war in nearly half a century ‌, countries with different social systems coexisted for a long time. They learned from each",22,2,-0.5994,"new world war in nearly half a century ‌, countries with different social systems coexisted for a long time. They learned from each",4,ColdWar,english,0.9999955564338001,0,"new world war in nearly half a century , countries with different social systems coexisted for a long time. They learned from each",47.25,654.8275756835938,565.4869995117188,665.8987426757812,0,886
"other's experience and applied it to internal adjustment and reform, which promoted the overall development of the world.‌",17,2,0.4215,"other's experience and applied it to internal adjustment and reform, which promoted the overall development of the world.‌",4,ColdWar,english,0.9999973646077499,0,"other's experience and applied it to internal adjustment and reform, which promoted the overall development of the world.",47.25,666.8272705078125,538.1365966796875,677.8984375,0,886
"The developing countries in Asia, Africa and Latin America sprang up and grew stronger, and the Third World rose",18,2,0.3818,"The developing countries in Asia, Africa and Latin America sprang up and grew stronger, and the Third World rose",4,ColdWar,english,0.9999946136321514,0,"The developing countries in Asia, Africa and Latin America sprang up and grew stronger, and the Third World rose",61.41764831542969,678.8270263671875,565.4794921875,689.898193359375,0,886
accordingly.‌,0,2,0.0,accordingly.‌,4,ColdWar,english,0.9999980520505269,0,accordingly.,47.25,690.8267211914062,98.78173065185547,701.8978881835938,0,886
"‌During the Cold War, the in-depth research and exploration of science and technology by the two camps of the US and the",21,2,-0.4588,"‌During the Cold War, the in-depth research and exploration of science and technology by the two camps of the US and the",4,ColdWar,english,0.9999990833411208,0,"During the Cold War, the in-depth research and exploration of science and technology by the two camps of the US and the",61.41764831542969,702.8264770507812,565.4869995117188,713.8976440429688,0,886
USSR indirectly promoted the third scientific and technological revolution and the rapid development of information technology,15,2,0.4215,USSR indirectly promoted the third scientific and technological revolution and the rapid development of information technology,4,ColdWar,english,0.999995981410093,0,USSR indirectly promoted the third scientific and technological revolution and the rapid development of information technology,47.25,714.826171875,565.482421875,725.8973388671875,0,886
and new energy technology ‌,4,2,0.2732,and new energy technology ‌,4,ColdWar,maybe_english,0.5714270351159145,0,and new energy technology ,47.25,726.825927734375,162.26141357421875,737.8970947265625,0,886
Copyright: © 2025 by the authors. Submitted for possible open access publication under the terms and conditions of the Creative,19,2,0.4404,Copyright: © 2025 by the authors. Submitted for possible open access publication under the terms and conditions of the Creative,4,ColdWar,english,0.9999964061060049,0,Copyright:  2025 by the authors. Submitted for possible open access publication under the terms and conditions of the Creative,45.0,741.3646850585938,566.048583984375,754.8380737304688,0,886
Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/).,5,2,0.0,Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/).,4,ColdWar,confident_non_english,0.9999938969934703,0,,45.0,753.4846801757812,396.81317138671875,766.9580688476562,0,886
"After the Cold War, several geopolitical shifts took place around the world. Cold War military alliances such as NATO and",19,2,-0.8316,"After the Cold War, several geopolitical shifts took place around the world. Cold War military alliances such as NATO and",4,ColdWar,english,0.9999967796478373,0,"After the Cold War, several geopolitical shifts took place around the world. Cold War military alliances such as NATO and",61.41764831542969,56.34111404418945,565.4798583984375,67.41231536865234,1,886
"the Warsaw Pact were dissolved or reorganized, and new frameworks for security cooperation and partnerships were established.",16,2,0.3182,"the Warsaw Pact were dissolved or reorganized, and new frameworks for security cooperation and partnerships were established.",4,ColdWar,english,0.9999962962296108,0,"the Warsaw Pact were dissolved or reorganized, and new frameworks for security cooperation and partnerships were established.",47.25,68.34086608886719,565.4789428710938,79.41207122802734,1,886
Eastern European countries and former Soviet republics shed Soviet influence and moved toward democracy and market,15,2,0.0,Eastern European countries and former Soviet republics shed Soviet influence and moved toward democracy and market,4,ColdWar,english,0.9999965182090527,0,Eastern European countries and former Soviet republics shed Soviet influence and moved toward democracy and market,47.25,80.34056091308594,565.485595703125,91.4117660522461,1,886
"economies. These political changes led to many regional conflicts, such as the breakup and conflict in Yugoslavia, and tensions",18,2,-0.765,"economies. These political changes led to many regional conflicts, such as the breakup and conflict in Yugoslavia, and tensions",4,ColdWar,english,0.9999964020594565,0,"economies. These political changes led to many regional conflicts, such as the breakup and conflict in Yugoslavia, and tensions",47.25,92.34031677246094,565.4830322265625,103.4115219116211,1,886
in the former the USSR.,4,2,0.0,in the former the USSR.,4,ColdWar,english,0.9999988402134203,0,in the former the USSR.,47.25,104.34001159667969,144.14393615722656,115.41121673583984,1,886
"Since the end of the Cold War, globalization has accelerated. The global position of the ruble and the ruble and the US dollar",22,2,-0.5994,"Since the end of the Cold War, globalization has accelerated. The global position of the ruble and the ruble and the US dollar",4,ColdWar,english,0.9999979421909528,0,"Since the end of the Cold War, globalization has accelerated. The global position of the ruble and the ruble and the US dollar",61.41764831542969,116.33976745605469,565.4823608398438,127.41097259521484,1,886
"has been enhanced, facilitating international trade and investment. Developing countries such as China and India are rapidly",16,2,0.0,"has been enhanced, facilitating international trade and investment. Developing countries such as China and India are rapidly",4,ColdWar,english,0.9999963637128713,0,"has been enhanced, facilitating international trade and investment. Developing countries such as China and India are rapidly",47.25,128.3395233154297,565.48876953125,139.4107208251953,1,886
emerging as important forces in the global economy. These changes have not only boosted economic growth but also exacerbated,18,2,0.1643,emerging as important forces in the global economy. These changes have not only boosted economic growth but also exacerbated,4,ColdWar,english,0.999997963194814,0,emerging as important forces in the global economy. These changes have not only boosted economic growth but also exacerbated,47.25,140.33921813964844,565.4869995117188,151.41041564941406,1,886
global economic inequality and geopolitical competition.,5,2,0.0,global economic inequality and geopolitical competition.,4,ColdWar,uncertain_non_english,0.7142822183736948,0,global economic inequality and geopolitical competition.,47.25,152.33897399902344,275.42767333984375,163.41017150878906,1,886
"After the end of the Cold War, the international political pattern has undergone great changes. The collapse of the USSR led",20,2,-0.4588,"After the end of the Cold War, the international political pattern has undergone great changes. The collapse of the USSR led",4,ColdWar,english,0.9999969703029289,0,"After the end of the Cold War, the international political pattern has undergone great changes. The collapse of the USSR led",61.41764831542969,164.3386688232422,565.4840087890625,175.4098663330078,1,886
"to the decline of communism and the emergence of the US as a superpower. Since then, the distribution of global political power",21,2,0.0,"to the decline of communism and the emergence of the US as a superpower. Since then, the distribution of global political power",4,ColdWar,english,0.9999985442867982,0,"to the decline of communism and the emergence of the US as a superpower. Since then, the distribution of global political power",47.25,176.3384246826172,565.4791259765625,187.4096221923828,1,886
"has changed significantly, and new challengers and competitors have emerged.",9,2,0.1027,"has changed significantly, and new challengers and competitors have emerged.",4,ColdWar,english,0.9999962197529457,0,"has changed significantly, and new challengers and competitors have emerged.",47.25,188.33811950683594,362.0080261230469,199.40931701660156,1,886
"The subject of this article is the origin, causes, and outcome of the Cold War and the ongoing impact on the world. The Cold",23,2,-0.5994,"The subject of this article is the origin, causes, and outcome of the Cold War and the ongoing impact on the world. The Cold",4,ColdWar,english,0.9999969218449672,0,"The subject of this article is the origin, causes, and outcome of the Cold War and the ongoing impact on the world. The Cold",61.41764831542969,200.33787536621094,565.4832763671875,211.40907287597656,1,886
War legacy of the contemporary international system is a potential global security risk. The great power game after the Cold War,20,2,-0.5267,War legacy of the contemporary international system is a potential global security risk. The great power game after the Cold War,4,ColdWar,english,0.9999970691094547,0,War legacy of the contemporary international system is a potential global security risk. The great power game after the Cold War,47.25,212.3375701904297,565.4778442382812,223.4087677001953,1,886
"is not a ""new Cold War"" of confrontation between two systems, but the continuation and transformation of a kind of relationship",20,2,-0.4767,"is not a ""new Cold War"" of confrontation between two systems, but the continuation and transformation of a kind of relationship",4,ColdWar,english,0.999997386011923,0,"is not a ""new Cold War"" of confrontation between two systems, but the continuation and transformation of a kind of relationship",47.25,224.3373260498047,565.48779296875,235.4085235595703,1,886
"pattern left by the Cold War between the US and the USSR. In the evolution of the contemporary international system, the",20,2,-0.5994,"pattern left by the Cold War between the US and the USSR. In the evolution of the contemporary international system, the",4,ColdWar,english,0.9999981689573161,0,"pattern left by the Cold War between the US and the USSR. In the evolution of the contemporary international system, the",47.25,236.33702087402344,565.489013671875,247.40821838378906,1,886
"capitalist camp, driven by the Cold War mentality, seeks a unipolar pattern and hegemonic order with the Cold War logic, and",20,2,-0.8316,"capitalist camp, driven by the Cold War mentality, seeks a unipolar pattern and hegemonic order with the Cold War logic, and",4,ColdWar,english,0.999996973755872,0,"capitalist camp, driven by the Cold War mentality, seeks a unipolar pattern and hegemonic order with the Cold War logic, and",47.25,248.33677673339844,565.4782104492188,259.4079895019531,1,886
"adopts containment strategies against the forces of multipolarity and the forces of the middle, creating a series of new",18,2,0.4404,"adopts containment strategies against the forces of multipolarity and the forces of the middle, creating a series of new",4,ColdWar,english,0.9999946789754728,0,"adopts containment strategies against the forces of multipolarity and the forces of the middle, creating a series of new",47.25,260.3365478515625,565.4810791015625,271.4077453613281,1,886
contradictions interlinked with many issues left over from the Cold War. It is predicted that the hegemony of the political and,20,2,-0.7351,contradictions interlinked with many issues left over from the Cold War. It is predicted that the hegemony of the political and,4,ColdWar,english,0.9999961479126899,0,contradictions interlinked with many issues left over from the Cold War. It is predicted that the hegemony of the political and,47.25,272.33624267578125,565.48681640625,283.4074401855469,1,886
"economic system of the capitalist camp is declining, local intelligence war, cyber war and nuclear imbalance promote the",17,2,-0.4767,"economic system of the capitalist camp is declining, local intelligence war, cyber war and nuclear imbalance promote the",4,ColdWar,english,0.9999982954502673,0,"economic system of the capitalist camp is declining, local intelligence war, cyber war and nuclear imbalance promote the",47.25,284.33599853515625,565.4820556640625,295.4071960449219,1,886
"international system to return to the logic of hard power competition, and the Western cultural hegemony accelerates the spread",18,2,-0.1027,"international system to return to the logic of hard power competition, and the Western cultural hegemony accelerates the spread",4,ColdWar,english,0.9999984825599899,0,"international system to return to the logic of hard power competition, and the Western cultural hegemony accelerates the spread",47.25,296.335693359375,565.4854125976562,307.4068908691406,1,886
of Cold War thinking in the international community.,7,2,-0.5994,of Cold War thinking in the international community.,4,ColdWar,english,0.9999975306745195,0,of Cold War thinking in the international community.,47.25,308.33544921875,259.935791015625,319.4066467285156,1,886
2. Literature review,2,2,0.0,2. Literature review,4,ColdWar,uncertain_non_english,0.5714272580182153,0,2. Literature review,47.25,332.8004150390625,149.10487365722656,346.08917236328125,1,886
2.1. Origins of the Cold War,5,2,-0.5994,2.1. Origins of the Cold War,4,ColdWar,english,0.9999976802495627,0,2.1. Origins of the Cold War,47.25,358.4454040527344,172.25167846679688,370.6212463378906,1,886
"World War II (World War II for short) was a global war on an unprecedented scale. It lasted from 1939 to 1945, involving 61",23,2,-0.9136,"World War II (World War II for short) was a global war on an unprecedented scale. It lasted from 1939 to 1945, involving 61",4,ColdWar,english,0.9999966295166778,0,"World War II (World War II for short) was a global war on an unprecedented scale. It lasted from 1939 to 1945, involving 61",47.25,383.333740234375,565.4774780273438,394.4049377441406,1,886
"countries and regions, and more than 2 billion people were involved ‌. WWII was fought against the Axis powers of Fascism such",21,2,-0.3182,"countries and regions, and more than 2 billion people were involved ‌. WWII was fought against the Axis powers of Fascism such",4,ColdWar,english,0.9999961133747282,0,"countries and regions, and more than 2 billion people were involved . WWII was fought against the Axis powers of Fascism such",47.25,395.33343505859375,565.487548828125,406.4046325683594,1,886
"as Germany, Italy and Japan and their minions on one side, and against the anti-fascist Allies such as China, the USSR, the US",22,2,0.0,"as Germany, Italy and Japan and their minions on one side, and against the anti-fascist Allies such as China, the USSR, the US",4,ColdWar,english,0.9999981075521045,0,"as Germany, Italy and Japan and their minions on one side, and against the anti-fascist Allies such as China, the USSR, the US",47.25,407.33319091796875,565.478515625,418.4043884277344,1,886
"and the UK and anti-fascist forces around the world on the other. Wars ranged from Europe to Asia, from the Atlantic to the",22,2,-0.5574,"and the UK and anti-fascist forces around the world on the other. Wars ranged from Europe to Asia, from the Atlantic to the",4,ColdWar,english,0.9999985588036978,0,"and the UK and anti-fascist forces around the world on the other. Wars ranged from Europe to Asia, from the Atlantic to the",47.25,419.33294677734375,565.4819946289062,430.4041442871094,1,886
Pacific.,0,2,0.0,Pacific.,4,ColdWar,confident_non_english,0.9999956021573596,0,,47.25,431.33270263671875,77.50154876708984,442.4039001464844,1,886
"‌The result of World War II was the defeat of the fascist states in Germany, Italy and Japan and the victory of the anti-fascist",23,2,-0.8885,"‌The result of World War II was the defeat of the fascist states in Germany, Italy and Japan and the victory of the anti-fascist",4,ColdWar,english,0.9999958791142838,0,"The result of World War II was the defeat of the fascist states in Germany, Italy and Japan and the victory of the anti-fascist",61.41764831542969,443.33233642578125,565.488037109375,454.4035339355469,1,886
"alliance, which caused the decline of Europe and the rise of the US and the USSR, and became a real turning point in the",23,2,0.0,"alliance, which caused the decline of Europe and the rise of the US and the USSR, and became a real turning point in the",4,ColdWar,english,0.9999961435482178,0,"alliance, which caused the decline of Europe and the rise of the US and the USSR, and became a real turning point in the",47.25,455.33209228515625,565.4893798828125,466.4032897949219,1,886
international pattern from the center of Europe to the bipolar pattern of confrontation between the US and the USSR.,18,2,-0.3182,international pattern from the center of Europe to the bipolar pattern of confrontation between the US and the USSR.,4,ColdWar,english,0.9999992931578106,0,international pattern from the center of Europe to the bipolar pattern of confrontation between the US and the USSR.,47.25,467.33184814453125,514.4158935546875,478.4030456542969,1,886
"At the end of World War II, Europe was devastated. Many cities are in ruins, especially the more prosperous US and large",21,2,-0.7988,"At the end of World War II, Europe was devastated. Many cities are in ruins, especially the more prosperous US and large",4,ColdWar,english,0.9999967802590644,0,"At the end of World War II, Europe was devastated. Many cities are in ruins, especially the more prosperous US and large",61.41764831542969,479.33160400390625,565.4895629882812,490.4028015136719,1,886
"cities before the war, the more violent the attacks in the war, the greater the economic losses, and it will take a long time to",24,2,-0.9465,"cities before the war, the more violent the attacks in the war, the greater the economic losses, and it will take a long time to",4,ColdWar,english,0.9999982458040838,0,"cities before the war, the more violent the attacks in the war, the greater the economic losses, and it will take a long time to",47.25,491.33123779296875,565.4810791015625,502.4024353027344,1,886
"rebuild. The devastation was widespread, with large numbers of people displaced in both victorious US and defeated countries.",17,2,-0.7096,"rebuild. The devastation was widespread, with large numbers of people displaced in both victorious US and defeated countries.",4,ColdWar,english,0.9999966807828372,0,"rebuild. The devastation was widespread, with large numbers of people displaced in both victorious US and defeated countries.",47.25,503.33099365234375,565.478759765625,514.4021606445312,1,886
"In this great war, Germany was completely defeated and a power vacuum emerged in Central Europe. It is impossible for the",20,2,-0.4927,"In this great war, Germany was completely defeated and a power vacuum emerged in Central Europe. It is impossible for the",4,ColdWar,english,0.9999968815725608,0,"In this great war, Germany was completely defeated and a power vacuum emerged in Central Europe. It is impossible for the",47.25,515.3307495117188,565.489013671875,526.4019165039062,1,886
victors to ignore the existence of this power vacuum and intervene in it one after another to form a struggle to defeat the,22,2,-0.7783,victors to ignore the existence of this power vacuum and intervene in it one after another to form a struggle to defeat the,4,ColdWar,english,0.999999310512268,0,victors to ignore the existence of this power vacuum and intervene in it one after another to form a struggle to defeat the,47.25,527.3305053710938,565.4827270507812,538.4016723632812,1,886
countries here.,1,2,0.0,countries here.,4,ColdWar,english,0.9999956767153104,0,countries here.,47.25,539.3302612304688,106.08837127685547,550.4014282226562,1,886
"The US played a decisive role in World War II. Because the US was far from the battlefield, its economy was not affected by",23,2,-0.4129,"The US played a decisive role in World War II. Because the US was far from the battlefield, its economy was not affected by",4,ColdWar,english,0.9999973275284247,0,"The US played a decisive role in World War II. Because the US was far from the battlefield, its economy was not affected by",61.41764831542969,551.3298950195312,565.4825439453125,562.4010620117188,1,886
